Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile
2022-05-13,2022-05-20,29516.935426733573,3868.2849808263845,-1.483177905251327,6.727006332250776,23423.300000000003,27890.0,29831.7,31705.7,34786.9
2022-06-03,2022-06-10,29538.01398703709,2476.0284325598236,-0.5474401104167054,1.4539283720963025,25245.100000000002,28239.5,29842.7,31245.800000000003,33327.8
2022-06-10,2022-06-17,29098.85958848859,2807.8601106031997,-0.5491731865562508,1.7490013758247036,24191.5,27552.4,29330.2,30874.9,33221.8
2022-07-08,2022-07-15,21755.53525879951,2157.713656177768,-0.24732320783206937,1.3991965205902481,18199.2,20475.9,21804.7,23110.100000000002,25129.4
2022-07-15,2022-07-22,20872.402621898604,1953.3940384670627,-0.207750394830703,1.2274592219370186,17627.7,19701.100000000002,20930.300000000003,22103.800000000003,23921.600000000002
2022-08-05,2022-08-12,23212.84925821206,2102.8053003896944,0.3170427677340479,0.8834416561623191,19987.4,21822.5,23112.0,24499.2,26776.300000000003
2022-08-12,2022-08-19,24241.8919380769,1955.7313840074407,0.09275652852508665,0.6898802908485884,21108.7,22970.300000000003,24224.600000000002,25487.2,27435.7
2022-09-09,2022-09-16,21327.583357587962,2126.6214519494456,0.3339393885953665,0.5215475857272529,18129.600000000002,19904.5,21151.4,22664.600000000002,25027.300000000003
2022-09-16,2022-09-23,19672.987676305376,1721.510845687307,-0.24369022514352567,0.9478493185086783,16735.0,18636.4,19768.0,20776.5,22315.800000000003
2022-10-07,2022-10-14,19572.99305862903,1570.006036217373,-0.1724720768171505,1.7146974874416188,16982.600000000002,18669.2,19614.600000000002,20514.7,22027.300000000003
2022-10-14,2022-10-21,19194.59043960783,1359.6404873936358,0.19226253679168054,1.688888297053765,17064.2,18378.3,19161.100000000002,19974.100000000002,21441.300000000003
2022-11-04,2022-11-11,21172.06124702695,1360.1305886330822,0.07669443203924967,0.43273627135864956,19047.8,20275.0,21101.4,22068.600000000002,23440.100000000002
2022-11-11,2022-11-18,16770.823560869125,2005.458504297866,-1.027323987572926,3.0006550211087566,13103.6,15812.5,17022.5,18030.9,19507.600000000002
2022-12-09,2022-12-16,17129.7160428382,1148.7847212265433,-0.5035573287460442,2.120422717616159,15178.900000000001,16504.8,17192.600000000002,17833.3,18856.600000000002
2022-12-16,2022-12-23,16661.568293832082,1212.0468683318936,-1.253930074723092,5.211626782028281,14572.1,16118.1,16787.4,17376.600000000002,18312.7
2023-01-06,2023-01-13,16931.523229782055,708.7931855436888,-0.23041367220911882,1.7668916639842545,15753.7,16529.7,16953.100000000002,17356.600000000002,18034.2
2023-01-13,2023-01-20,19851.77125861992,1790.101407493339,0.7478691227571378,2.384605271525418,17259.0,18712.600000000002,19706.9,20806.4,22961.100000000002
2023-02-03,2023-02-10,23378.595803057975,1561.913366118862,0.43097301498962903,2.03967417858433,21003.5,22427.7,23305.600000000002,24239.800000000003,26009.300000000003
2023-02-10,2023-02-17,21637.646525070482,1359.7397123281874,0.021086289933375434,1.8868681466849333,19472.7,20850.300000000003,21626.9,22419.4,23838.5
2023-03-03,2023-03-10,22309.044326736013,1391.376250476928,0.09408965802851604,1.4176990531829663,20089.600000000002,21466.800000000003,22293.800000000003,23133.100000000002,24581.300000000003
2023-03-10,2023-03-17,20064.21562008578,1456.3909092136582,-0.60089591172067,1.843785945384707,17509.7,19271.2,20184.100000000002,20987.800000000003,22197.4
2023-03-17,2023-03-24,27499.614617785544,3222.7514297053926,0.9667322930138905,3.9061808703430216,22960.7,25571.7,27212.7,29050.100000000002,33058.3
2023-04-07,2023-04-14,27909.40948180847,1878.0916475868487,0.012946776016734992,1.2439173362377973,24876.0,26759.600000000002,27914.7,29055.9,30933.5
2023-04-14,2023-04-21,30513.391281719167,2028.4272184148933,0.28459464930660033,1.7044247369998011,27387.300000000003,29272.100000000002,30437.9,31671.800000000003,33903.4
2023-05-05,2023-05-12,29513.12879562685,1992.91144121552,0.5742789078068032,2.178983632109648,26591.7,28293.4,29355.7,30565.7,32992.9
2023-05-12,2023-05-19,26598.80979381145,1728.511588818614,0.5878703575965252,1.9096075640576924,24026.600000000002,25500.2,26486.300000000003,27554.800000000003,29571.100000000002
2023-06-09,2023-06-16,26415.145875422695,1328.2178875278523,0.05372814927347022,1.8064314286693195,24304.7,25638.7,26401.0,27180.800000000003,28573.2
2023-06-16,2023-06-23,26237.765368858527,1468.386438587753,0.12579098921030504,1.61882894619034,23908.100000000002,25360.300000000003,26216.9,27090.2,28640.2
2023-07-07,2023-07-14,29916.609653661173,1618.2254139487643,0.4757778230621166,1.6019553395832489,27457.4,28886.5,29834.5,30838.300000000003,32668.600000000002
2023-07-14,2023-07-21,29960.407424494813,1593.2030857799596,0.4065411300376843,1.589127000319169,27515.5,28959.7,29891.5,30871.4,32648.7
2023-08-04,2023-08-11,28843.389163276974,1224.8036366346248,0.28722109889515196,1.3623172163457538,26933.2,28076.7,28806.0,29559.800000000003,30889.4
2023-08-11,2023-08-18,29037.014150245715,1105.873647189086,0.29769812656300304,1.2823590435450232,27310.600000000002,28339.100000000002,29003.4,29687.800000000003,30886.4
2023-09-08,2023-09-15,25463.710228101798,1134.8551208179329,-0.12365744326054671,0.8204110196027816,23571.4,24764.0,25495.800000000003,26190.7,27255.800000000003
2023-09-15,2023-09-22,26225.059402636634,1163.3397924446647,-0.24644408154026326,0.9251302206738035,24255.2,25528.5,26280.100000000002,26978.4,28032.2
2023-10-06,2023-10-13,27756.25648489748,1151.3843800737068,-0.4366262433065514,1.6078149111853817,25779.300000000003,27109.0,27824.800000000003,28478.600000000002,29491.600000000002
2023-10-13,2023-10-20,26674.494453003554,1131.6511297097868,-0.5228850132716173,1.86720050284121,24719.9,26055.0,26750.100000000002,27380.0,28360.9
2023-11-03,2023-11-10,34363.27248129788,2154.2607945432806,0.5853947358794901,1.9523499363047385,31146.7,33000.3,34229.200000000004,35551.700000000004,38057.9
2023-11-10,2023-11-17,36977.12283358764,2827.59654442709,1.0634053331571185,3.527140882158009,33064.5,35197.4,36675.3,38361.3,41977.4
2023-12-08,2023-12-15,44255.691467159355,3028.0843812293165,0.08789170310059052,1.842441067652837,39461.100000000006,42472.3,44220.0,46001.100000000006,49175.600000000006
2023-12-15,2023-12-22,41647.4225421914,2521.1693304324367,0.017705114225808734,1.2139041487139473,37561.8,40104.9,41656.5,43187.200000000004,45706.3
2024-01-05,2024-01-12,44032.214833248494,5006.153675304934,0.5277306679642185,2.345561936534472,36544.3,40998.9,43745.8,46714.600000000006,52534.5
2024-01-12,2024-01-19,42760.24302227567,3406.854625877951,-0.17344477574368625,1.740640485784838,37176.200000000004,40798.4,42821.3,44803.5,48122.4
2024-02-09,2024-02-16,47452.92677355947,2870.9266947344645,0.46922735344760064,2.639115848786018,43169.8,45764.9,47295.0,48961.600000000006,52297.0
2024-03-08,2024-03-15,69150.88425764491,8681.541245697434,1.522111344312576,6.844906457339567,57826.0,64393.4,68213.6,72416.90000000001,80000.0
2024-03-15,2024-03-22,69393.9513858719,7531.025211734639,0.30183634631392464,2.0592598859099143,57787.0,64902.8,69137.5,73582.0,81897.40000000001
2024-04-05,2024-04-12,67210.78848572895,5703.726013059611,0.1839415041137834,1.3055480011078853,58185.100000000006,63666.700000000004,67111.40000000001,70610.2,76594.3
2024-04-12,2024-04-19,66697.35207039809,5683.735521623369,0.14615987418656493,1.5277975339045016,57677.8,63251.200000000004,66620.40000000001,70033.7,75990.5
2024-05-03,2024-05-10,61940.295220988235,4292.60375164991,0.2594523785359912,1.2642418929989585,55212.600000000006,59233.0,61827.100000000006,64490.100000000006,69075.0
2024-05-10,2024-05-17,60070.55906681721,3966.42388592639,0.23695712319636394,1.4458812464815312,53850.8,57618.3,59969.9,62393.600000000006,66642.8
2024-05-17,2024-05-24,66483.5905630278,4195.304411828425,0.29423759986130654,1.4946186078687118,59957.700000000004,63874.3,66351.3,68920.8,73478.8
